sample_id,key,folder_id,model,image_path,caption_post_direct,caption_recon,reproj_mse_post_direct,reproj_cosine_post_direct,reproj_mse_recon,reproj_cosine_recon,clipscore_gt,clipscore_post_direct,clipscore_recon,clipscore_drop,bertscore_precision,bertscore_recall,bertscore_f1
416:202:000020235,20235,2,qwen3.5,data/mtf2025_web_images/00002/000020235.jpg,"A white fluted plate holds a vibrant, health-conscious meal featuring seared tuna topped with sesame seeds and ginger, creamy white rice garnished with chopped green onions, sliced avocado, cucumber rounds, bright green asparagus spears, and thinly sliced radishes, all arranged neatly on a clean marble countertop with a glass bowl partially visible in the background.","A white oval plate holds a colorful, artfully arranged meal featuring sliced avocado, cucumber, and radish, alongside tender pieces of cooked meat (possibly chicken or pork), fluffy white rice topped with a creamy sauce and fresh herbs, and roasted green beans, all set against a clean white tablecloth with a blurred glass of water in the background.",0.0,1.0,0.0336549542844295,0.9043832421302797,28.709815979003903,31.499210357666016,28.17933654785156,3.319873809814453,0.8079337,0.8664291,0.83615965
416:203:000020236,20236,2,qwen3.5,data/mtf2025_web_images/00002/000020236.jpg,"A vibrant, top-down view of a white ceramic bowl filled with a colorful, fresh salad featuring halved figs with pinkish-red flesh and green skin, diced orange cantaloupe, creamy sliced avocado, thinly sliced red radishes with white centers, and a base of mixed greens, all arranged neatly against a textured gray concrete-like background.","A vibrant, top-down view of a colorful grain bowl nestled in a white ceramic dish, featuring halved watermelon slices with glistening red flesh and black seeds, creamy avocado wedges, diced orange carrots, fresh green leafy salad, and scattered herbs, all arranged artfully on a rustic wooden surface.",0.0,1.0,0.027981599792838,0.8984425663948059,31.62111091613769,33.39291763305664,32.069766998291016,1.323150634765625,0.7973093,0.80068487,0.7989935
416:204:000020237,20237,2,qwen3.5,data/mtf2025_web_images/00002/000020237.jpg,"A beautifully arranged Japanese-style dish featuring a circular bed of bright yellow corn kernels mixed with dark green seaweed flakes, topped with a delicate flower-shaped arrangement of raw, deep-pink tuna sashimi slices, and crowned in the center with a mound of finely shredded white daikon radish, all presented in a shallow wooden bowl.","A wooden bowl filled with a colorful, textured dish featuring a base of yellow rice or grain topped with neatly arranged pinkish-orange slices (possibly salmon or ham), garnished with shredded white onions and scattered green herbs, all presented on a rustic wooden surface.",0.0,1.0,0.0249639023095369,0.884042501449585,26.583572387695312,39.2791633605957,33.076011657714844,6.203151702880859,0.7621678,0.7134845,0.7370231
416:205:000020238,20238,2,qwen3.5,data/mtf2025_web_images/00002/000020238.jpg,"A vibrant poke bowl brimming with colorful ingredients — including diced avocado, edamame, shredded carrots, cucumber, and a generous topping of pink salmon — is nestled in a rustic wooden bowl, accompanied by white chopsticks resting across the rim and a pair of black-framed sunglasses placed beside it on a light wooden surface, evoking a casual, summery dining vibe.","A rustic wooden bowl brimming with a colorful, layered grain salad — likely quinoa or rice — topped with shredded carrots, diced green onions, creamy white dressing, and a garnish of thinly sliced radish and cucumber, all resting on a light wooden table beside a dark glass of iced tea and a pair of black chopsticks, evoking a fresh, healthy, and thoughtfully composed meal.",0.0,1.0,0.0341651923954486,0.9068816304206848,27.772689819335938,36.43034744262695,32.83467102050781,3.5956764221191406,0.787315,0.80312276,0.7951404
416:206:000020239,20239,2,qwen3.5,data/mtf2025_web_images/00002/000020239.jpg,"Two vibrant poke bowls filled with white rice, diced ahi tuna, mango, pineapple, red bell pepper, green onions, and sesame seeds are artfully arranged on a light wooden surface, with one bowl also featuring a side of sliced avocado, all framed by a warm-toned text overlay reading “Pineapple Mango Ahi Tuna Poke Bowl” from “Road to Living Whole.”","This image displays two white ceramic bowls filled with fluffy white rice topped with a colorful salsa made of diced tomatoes, yellow corn, green onions, and red bell peppers, accompanied by slices of fresh avocado on the side, all arranged on a light wooden surface with a decorative text overlay reading “Baked Chicken” and “Green Onion” in stylized fonts.",0.0,1.0,0.029374498873949,0.8544094562530518,38.56456756591797,37.88591766357422,29.61823081970215,8.26768684387207,0.79827625,0.82370245,0.81079006
416:207:000020240,20240,2,qwen3.5,data/mtf2025_web_images/00002/000020240.jpg,"This close-up image showcases a freshly baked pizza topped with melted white cheese, vibrant red tomato sauce, thinly sliced pink ham, and chunks of golden-yellow pineapple, all garnished with finely chopped green herbs for a sweet-and-savory flavor profile.","This close-up image showcases a savory baked dish, likely a casserole or gratin, featuring chunks of pale yellow potatoes and pinkish ham slices nestled in a creamy white sauce, all generously topped with melted cheese and sprinkled with finely chopped green herbs for garnish.",0.0,1.0,0.0319285616278648,0.8848870396614075,36.4912223815918,33.40766906738281,28.733562469482425,4.674106597900391,0.7892714,0.83246183,0.8102915
416:208:000020241,20241,2,qwen3.5,data/mtf2025_web_images/00002/000020241.jpg,"A close-up, top-down view of a vibrant poke bowl served in a clear plastic container, featuring diced raw tuna topped with chopped green onions, sesame seeds, and a creamy sauce, accompanied by a wooden spoon branded with “BOWL” and a black circular logo, all resting on a bed of white rice.","A close-up, top-down view of a vibrant poke bowl served in a clear glass bowl, featuring diced raw fish (likely tuna), fluffy white rice, and colorful toppings including chopped green onions, sesame seeds, and possibly edamame or other vegetables, with a light wooden spoon resting diagonally across the dish, ready to serve.",0.0,1.0,0.0331308133900165,0.8922471404075623,36.40131378173828,36.27609634399414,35.37567901611328,0.9004173278808594,0.79411685,0.75503725,0.77408415
416:209:000020242,20242,2,qwen3.5,data/mtf2025_web_images/00002/000020242.jpg,"This close-up image showcases a vibrant, creamy yellow pasta salad generously coated in a rich cheese sauce, studded with whole green olives, thinly sliced white onions, and flecks of red tomato or bell pepper, all artfully arranged to highlight the dish’s fresh, colorful, and appetizing texture.","A vibrant, close-up shot of a creamy potato salad garnished with sliced green olives, thinly sliced red onions, and diced carrots, all coated in a rich yellow dressing and presented in a rustic ceramic bowl.",0.0,1.0,0.0288548804819583,0.9072524905204772,34.781436920166016,39.961185455322266,34.0526237487793,5.908561706542969,0.8301639,0.86311424,0.8463185
416:210:000020243,20243,2,qwen3.5,data/mtf2025_web_images/00002/000020243.jpg,"A vibrant, artfully arranged poke bowl sits in a blue-rimmed ceramic bowl, featuring diced raw tuna atop fluffy white rice, surrounded by fresh toppings including sliced avocado, shredded carrots, diced mango, halved strawberries, green onions, and bean sprouts, all presented on a light wooden surface with a blurred background suggesting a bright, casual dining setting.","A vibrant, colorful poke bowl is artfully arranged in a white ceramic bowl with a subtle patterned rim, featuring tender chunks of seasoned tuna atop a bed of fluffy white rice, surrounded by fresh toppings including sliced avocado, crisp shredded cabbage, bright green cucumber ribbons, juicy red tomato wedges, and golden pineapple chunks, all resting on a light wooden surface that enhances the dish’s fresh, appetizing appeal.",0.0,1.0,0.029941963031888,0.9251527786254884,31.5347843170166,36.69676208496094,31.893312454223636,4.803449630737305,0.81584775,0.83469665,0.82516456
416:211:000020244,20244,2,qwen3.5,data/mtf2025_web_images/00002/000020244.jpg,"A clear glass bowl filled with a layered salad—featuring shredded lettuce at the base, chunks of pink ham or turkey, creamy white dressing or cheese, golden-brown croutons or fried elements, bright red tomato slices, and topped generously with finely shredded white cheese—sits on a rustic wooden surface under warm, dim lighting that highlights the textures and colors of the dish.","A close-up, slightly overhead shot captures a rustic ceramic bowl filled with a colorful, layered salad or grain dish — likely quinoa or couscous — topped with shredded white cheese, diced red tomatoes, and flecks of green herbs, all resting on a warm-toned wooden surface that suggests a cozy, home-cooked meal setting.",0.0,1.0,0.0274421777576208,0.8917527794837952,30.364391326904297,33.8918571472168,28.820743560791016,5.071113586425781,0.7795504,0.70380735,0.73974514
416:212:000020245,20245,2,qwen3.5,data/mtf2025_web_images/00002/000020245.jpg,"A vibrant, health-conscious poke bowl sits in a light gray ceramic bowl on a neutral-toned surface, featuring flaky salmon topped with sesame seeds and green onions, creamy avocado slices, crisp purple cabbage, bright yellow mango chunks, thinly sliced radishes with pink and white rings, and fresh cilantro leaves, all arranged neatly beside a folded light blue napkin and a partial view of a textured plate in the background.","A vibrant, colorful poke bowl sits centered on a light green wooden board, featuring flaked raw fish (likely tuna or salmon) atop a bed of white rice, garnished with fresh avocado slices, shredded purple cabbage, diced yellow mango, thinly sliced red onion, and chopped green onions, all lightly sprinkled with sesame seeds, with a small plate of additional toppings visible in the upper left corner against a soft, neutral-toned background.",0.0,1.0,0.0348091460764408,0.9096105098724364,33.71672058105469,35.349205017089844,33.863975524902344,1.4852294921875,0.77905226,0.7992802,0.7890367
416:213:000020246,20246,2,qwen3.5,data/mtf2025_web_images/00002/000020246.jpg,"This overhead shot captures a vibrant, fresh poke bowl meal from “Aloha Poke Co.” — with the brand’s stylized logo printed on a brown paper bag at the center — surrounded by four glass bowls: one filled with raw shrimp and diced vegetables, another with bright green seaweed salad, a third showcasing a colorful mix of seasoned rice, diced tomatoes, onions, and spicy red flakes, and a fourth partially visible bowl containing green beans and other toppings, all arranged on a warm wooden surface to evoke a casual, appetizing dining experience.","This image displays a vibrant, rustic food presentation featuring three small white bowls arranged on a wooden surface, each filled with colorful, chopped ingredients—likely for a ceviche or fresh salad—showcasing textures and hues of red, green, orange, and white, while a bold, stylized text overlay reading “Bahan Ceker” in a playful, curved font dominates the upper right, suggesting a culinary theme centered on chicken feet as an ingredient.",0.0,1.0,0.0317395664751529,0.8694821000099182,38.067138671875,39.35576629638672,25.77391242980957,13.581853866577148,0.77630365,0.8182533,0.79672664
416:214:000020247,20247,2,qwen3.5,data/mtf2025_web_images/00002/000020247.jpg,"A vibrant poke bowl presented in a white ceramic dish, featuring seared ahi tuna cubes glistening with sesame seeds and chopped green onions, nestled atop a bed of brown rice, fresh cucumber slices, creamy avocado, shredded carrots, crisp spinach leaves, and delicate white cabbage shreds, all arranged artfully on a rustic wooden surface with scattered sesame seeds adding texture and visual interest.","A vibrant, freshly assembled poke bowl sits in a white ceramic dish, featuring tender cubes of seared salmon atop a bed of fluffy white rice, surrounded by crisp slices of cucumber, bright green spinach leaves, and shredded carrots, all garnished with finely chopped green onions and a sprinkle of sesame seeds, creating a colorful and appetizing presentation on a rustic wooden surface.",0.0,1.0,0.0306615103036165,0.9099337458610536,38.99677276611328,31.953128814697266,34.195804595947266,-2.24267578125,0.8417597,0.87729394,0.8591595
416:215:000020248,20248,2,qwen3.5,data/mtf2025_web_images/00002/000020248.jpg,"Three vibrant poke bowls brimming with fresh ingredients — including edamame, corn, shredded purple cabbage, avocado, seaweed, and seasoned fish — are arranged on a speckled granite countertop, accompanied by two bottles of kombucha and a branded “Pokéd Fresh Hawaiian Poke” sign, evoking a healthy, artisanal food presentation.","This overhead shot features three white ceramic bowls filled with colorful, fresh salads — likely Mexican-inspired — each containing a vibrant mix of ingredients including yellow corn kernels, green peas, shredded red cabbage, leafy greens, diced tomatoes, and possibly cheese or avocado, all arranged on a speckled beige countertop with a wooden spoon and a small glass jar in the background, while a watermark reading “Bowl of Goodness” is overlaid in the lower right corner.",0.0,1.0,0.0359430722892284,0.8604322671890259,33.24760055541992,45.03730392456055,28.084922790527344,16.952381134033203,0.7737053,0.7971597,0.78525746
416:216:000020249,20249,2,qwen3.5,data/mtf2025_web_images/00002/000020249.jpg,"Four vibrant, colorful grain bowls are artfully arranged on a dark speckled countertop — each brimming with fresh ingredients like sliced cucumbers, cherry tomatoes, avocado, edamame, shredded carrots, and leafy greens, topped with sesame seeds, herbs, and drizzles of sauce, while a pair of wooden chopsticks rests beside one bowl, suggesting an Asian-inspired, healthy meal ready to be enjoyed.","Three vibrant, colorful poke bowls brimming with fresh ingredients like diced salmon, avocado, edamame, shredded carrots, and sesame seeds are artfully arranged on a dark wooden surface, accompanied by a pair of black chopsticks resting beside one bowl, evoking a sense of healthy, artisanal Japanese-inspired dining.",0.0,1.0,0.029282646253705,0.9010176062583924,30.605470657348636,34.396915435791016,32.32697296142578,2.0699424743652344,0.79677564,0.84075975,0.81817704
416:217:000020252,20252,2,qwen3.5,data/mtf2025_web_images/00002/000020252.jpg,"A vibrant, health-conscious poke bowl is artfully arranged on a large green banana leaf atop a rustic wooden table, featuring spiralized zucchini noodles, black rice, edamame, diced avocado, sliced radishes, red onion, and seared tuna, all framed by a text overlay promoting it as a “Healthy Tuna Poke Bowl” that is gluten-free and pescatarian, with the website beyondmeresustenance.com displayed at the bottom.","A vibrant, artfully arranged plate of Mexican food featuring a central mound of dark rice surrounded by colorful components including shredded yellow squash or zucchini, green beans, diced tomatoes, sliced radishes, and a dollop of white cream or sour cream, all presented on a large green leaf atop a rustic wooden surface with scattered red chili peppers and a fork nearby, evoking a fresh, homemade, and culturally rich dining experience.",0.0,1.0,0.0265856496989727,0.8440955281257629,34.8693962097168,33.357025146484375,20.946672439575195,12.41035270690918,0.8133214,0.76511073,0.78847986
416:218:000020253,20253,2,qwen3.5,data/mtf2025_web_images/00002/000020253.jpg,"A black plastic takeout bowl contains a vibrant poke dish, with the top half filled with fresh, cubed raw tuna in shades of pink and red, garnished with finely chopped green onions and sesame seeds, while the bottom half holds a creamy, orange-hued crab or salmon salad mixed with diced vegetables and herbs, all presented on a light-colored tiled surface under bright natural lighting.","A black bowl filled with a colorful, chunky salad or stew featuring diced pinkish-white meat (possibly pork or chicken), bright orange carrots, green onions, and a creamy yellow sauce or dressing, all resting on a light-colored surface with a hint of a glass or plate edge in the background.",0.0,1.0,0.0343081690371036,0.8919000029563904,35.43839263916016,33.83765411376953,24.42387008666992,9.41378402709961,0.7719048,0.76760954,0.7697512
416:219:000020254,20254,2,qwen3.5,data/mtf2025_web_images/00002/000020254.jpg,"Two elegantly plated poke bowls, each layered with white rice, diced avocado, seared tuna, and topped with fresh microgreens and crispy wonton strips, are presented on white ceramic plates against a bright, minimalist backdrop, with a halved avocado and a bottle of sriracha sauce subtly visible in the background to enhance the fresh, gourmet dining atmosphere.","Two vibrant, open-faced avocado toast sandwiches are artfully arranged on a white ceramic plate — each layered with creamy mashed avocado, thinly sliced pink ham or prosciutto, fresh green microgreens, and crumbled golden-brown fried onions — set against a softly blurred background that hints at a bright, modern kitchen or café setting with additional avocado halves and a hint of red sauce, evoking a fresh, gourmet brunch aesthetic.",0.0,1.0,0.0249982066452503,0.9018676280975342,34.85025405883789,33.481658935546875,27.64756965637207,5.834089279174805,0.78560776,0.77740484,0.7814848
416:220:000020255,20255,2,qwen3.5,data/mtf2025_web_images/00002/000020255.jpg,"A black bowl filled with a colorful, fresh ceviche-style dish featuring diced pink shrimp or fish, red onion, green cucumber slices, and bright yellow mango chunks, garnished with three upright orange tortilla chips standing like little flags at the back.","A vibrant, colorful poke bowl presented in a black ceramic dish, featuring a base of white rice topped with fresh ingredients including diced salmon, yellow mango or pineapple, green cucumber slices, red onion, and garnished with two golden-yellow tortilla chips and a sprinkle of green herbs, all set against a clean white background.",0.0,1.0,0.0228075236082077,0.9014390110969543,32.89157485961914,39.09444808959961,38.81852722167969,0.2759208679199219,0.7963087,0.85433173,0.8243004
416:221:000020256,20256,2,qwen3.5,data/mtf2025_web_images/00002/000020256.jpg,"A vibrant poke bowl sits atop a rustic wooden board, featuring diced yellow mango, creamy avocado slices, shredded carrots, cucumber rounds, and seasoned tuna topped with sesame seeds and green onions, all arranged in a dark ceramic bowl with chopsticks resting across the rim against a soft blue cloth background.","A rustic wooden bowl brimming with a vibrant, colorful poke bowl sits atop a woven placemat on a light wood surface, featuring diced yellow mango, creamy avocado slices, shredded carrots, cucumber ribbons, and seasoned raw fish topped with sesame seeds and green onions, all arranged artfully beside a pair of black chopsticks resting on a folded green napkin.",0.0,1.0,0.0331883057951927,0.9056460857391356,36.23574447631836,36.6335334777832,34.73905944824219,1.894474029541016,0.8048714,0.8769541,0.839368
416:222:000020258,20258,2,qwen3.5,data/mtf2025_web_images/00002/000020258.jpg,"This image presents a vibrant, top-down food photography composition featuring two distinct Hawaiian Ahi Tuna Poke Bowl arrangements on rustic wooden boards against a textured blue background, each bowl filled with seared tuna, fresh greens, colorful toppings like mango and edamame, garnished with lime wedges and black sesame seeds, accompanied by small side dishes of yellow fruit or sauce, all arranged with chopsticks for an inviting, ready-to-eat presentation.","This image showcases a vibrant, rustic food presentation featuring two wooden bowls filled with colorful, fresh salads — one topped with grilled meat, lime slices, and herbs, the other with yellow fruit or vegetable chunks — arranged on a dark wooden surface, with scattered black pepper and a pair of wooden chopsticks adding to the artisanal, appetizing aesthetic.",0.0,1.0,0.025431016460061,0.8744160532951355,39.35840606689453,30.73296165466309,25.03582191467285,5.697139739990234,0.801459,0.7979748,0.79971313
416:223:000020259,20259,2,qwen3.5,data/mtf2025_web_images/00002/000020259.jpg,"A vibrant, colorful ceviche or seafood salad served in a clear glass coupe bowl, featuring chunks of orange salmon, red and yellow bell peppers, green herbs, and diced onions, garnished with a large, crispy tortilla chip standing upright on the rim, all presented on a rustic dark wood table with warm lighting that highlights the dish’s freshness and texture.","A vibrant, colorful salad served in a clear glass bowl with a fluted base, featuring chunks of orange and yellow fruit or vegetables, green herbs, and red peppers, garnished with a large, crispy, golden-brown tortilla chip resting on the rim, all set against a warm-toned wooden surface with ample negative space to the right.",0.0,1.0,0.0249206461012363,0.9052827954292296,34.56160354614258,37.56825637817383,34.40699768066406,3.1612586975097656,0.80850977,0.8554772,0.83133066
416:224:000020260,20260,2,qwen3.5,data/mtf2025_web_images/00002/000020260.jpg,"A vibrant poke bowl from “Healthy Poke Clean Eating” features a colorful array of fresh ingredients: tender orange salmon chunks, creamy green avocado slices fanned across the center, plump red cherry tomatoes, crisp purple red onion, bright green edamame beans, and a drizzle of glossy orange sauce, all nestled in a white ceramic bowl with a blue branded exterior.","A vibrant, colorful poke bowl presented in a white ceramic dish with a scalloped rim, featuring chunks of orange salmon topped with three thick slices of creamy green avocado, surrounded by bright red cherry tomatoes, crisp purple-red cabbage, and plump green edamame beans, all arranged artfully to highlight the fresh, healthy ingredients under even lighting.",0.0,1.0,0.0294456537812948,0.8829789757728577,26.8349552154541,34.12632751464844,36.771244049072266,-2.644916534423828,0.7587124,0.84410655,0.79913473
416:225:000020261,20261,2,qwen3.5,data/mtf2025_web_images/00002/000020261.jpg,"Two black takeout containers — one rectangular and one round — are filled with vibrant poke bowls featuring diced raw fish (likely tuna), topped with sesame seeds and green onions, surrounded by colorful sides including mango, avocado, edamame, pickled ginger, cucumber, and shredded carrots, all arranged on a clean white surface.","Two black bowls filled with colorful, fresh Korean-style bibimbap are arranged on a clean white surface — each bowl contains a vibrant medley of seasoned rice topped with sautéed vegetables (including carrots, zucchini, and green onions), thinly sliced beef, and a dollop of red gochujang sauce, garnished with sesame seeds and chopped green onions, creating an appetizing and visually balanced meal presentation.",0.0,1.0,0.028013365343213,0.8869789838790894,30.529563903808597,38.977195739746094,29.26339530944824,9.713800430297852,0.7801453,0.8485267,0.8129005
416:226:000020263,20263,2,qwen3.5,data/mtf2025_web_images/00002/000020263.jpg,"A vibrant poke bowl presented in a white ceramic bowl, featuring diced raw fish (likely tuna), chunks of yellow pineapple, red tomato, green scallions, shredded seaweed, and a dollop of creamy sauce, all artfully arranged against a dark slate background.","A white ceramic bowl filled with a colorful, layered salad featuring chunks of yellow fruit (possibly mango or pineapple), red tomatoes, green herbs, shredded purple cabbage, and a drizzle of dark sauce, all arranged artfully on a smooth dark wooden surface.",0.0,1.0,0.0270367190241813,0.9024102091789246,29.11717987060547,33.69746017456055,27.42988967895508,6.267570495605469,0.7803805,0.8283973,0.8036723
416:227:000020264,20264,2,qwen3.5,data/mtf2025_web_images/00002/000020264.jpg,"This overhead shot features a vibrant, artfully arranged bowl of colorful ingredients—including sliced yellow mango, fresh green herbs, diced avocado, purple onion rings, and seasoned meat—nestled beside a small dish of dark pickled vegetables, all set against a clean white background with two wooden chopsticks and a stalk of lemongrass adding to the fresh, Southeast Asian-inspired aesthetic.","This overhead shot features a vibrant, artfully arranged Korean-style bibimbap bowl filled with colorful ingredients including seasoned rice, sautéed vegetables like zucchini and carrots, fresh cilantro, thinly sliced red onions, and a dollop of gochujang sauce, accompanied by a small side bowl of dark pickled radish (danmuji) and garnished with whole green onions and wooden chopsticks resting beside the main dish on a clean white surface.",0.0,1.0,0.0312482882291078,0.917189598083496,34.393775939941406,33.046836853027344,29.90042495727539,3.146411895751953,0.780092,0.7506645,0.76509535
416:228:000020266,20266,2,qwen3.5,data/mtf2025_web_images/00002/000020266.jpg,"A white bowl filled with neatly arranged, colorful chopped ingredients—ground meat, red onion, cherry tomatoes, green herbs, diced green peppers, yellow pickled peppers, purple cabbage, and white mozzarella balls—sits on a patterned tablecloth, suggesting preparation for a fresh salad or antipasto dish.","A white ceramic bowl filled with a colorful, uncooked taco salad or grain bowl, featuring neatly arranged sections of ground beef, diced red onions, cherry tomatoes, green bell peppers, black beans, white beans, and shredded lettuce, all resting on a patterned tablecloth with blue and white stripes.",0.0,1.0,0.0279445014894008,0.9075461626052856,30.34573173522949,37.58865737915039,33.21642303466797,4.372234344482422,0.7848133,0.82604593,0.80490196
416:229:000020269,20269,2,qwen3.5,data/mtf2025_web_images/00002/000020269.jpg,"A rustic ceramic bowl brimming with a vibrant poke bowl featuring diced salmon, tuna, avocado slices, edamame beans, seaweed salad, and a dollop of bright red roe, all lightly seasoned with black sesame seeds and resting on a textured gray surface with scattered edamame and wooden chopsticks nearby.","A rustic wooden bowl brims with a colorful, artfully arranged poke bowl featuring chunks of pink salmon, creamy avocado slices, bright green edamame beans, shredded purple cabbage, and a vibrant red spicy mayo drizzle, all garnished with toasted sesame seeds and resting on a light wooden surface with chopsticks nearby.",0.0,1.0,0.0314021259546279,0.9034775495529176,34.091087341308594,36.89748001098633,36.62350845336914,0.2739715576171875,0.81408083,0.8549894,0.8340338
416:230:000020270,20270,2,qwen3.5,data/mtf2025_web_images/00002/000020270.jpg,"A vibrant, fresh salad featuring diced tomatoes, crisp greens, creamy white cheese cubes, and colorful herbs is artfully arranged in a shallow, light-colored wooden bowl, set against a dynamic abstract background of bold yellow and white brushstrokes on a dark surface.","A rustic, light-brown wooden bowl filled with a colorful salad of chopped greens, diced tomatoes, and crumbled white cheese sits on a dark, textured surface, surrounded by scattered golden-yellow sauce drizzles that add an artistic, appetizing flair to the composition.",0.0,1.0,0.0359698720276355,0.8997030258178711,31.00322532653809,37.25049591064453,34.15879440307617,3.09170150756836,0.8094654,0.84457076,0.8266455
416:231:000020271,20271,2,qwen3.5,data/mtf2025_web_images/00002/000020271.jpg,"A white ceramic bowl adorned with colorful confetti-like speckles holds a vibrant, fresh salad featuring crisp cucumber slices, leafy greens, diced mango, shredded carrots, and a creamy dressing, all artfully arranged and accompanied by a pair of wooden chopsticks resting beside it on a clean, minimalist white surface against a paneled backdrop.","A vibrant, colorful poke bowl sits in a white ceramic bowl with a speckled rim, filled with fluffy white rice topped with fresh ingredients including diced salmon, sliced avocado, shredded green onions, cucumber ribbons, and a drizzle of creamy sauce, all presented on a clean white surface with a pair of wooden chopsticks resting beside it and a sprig of greenery adding a touch of natural elegance to the minimalist composition.",0.0,1.0,0.0288027059286832,0.8968833684921265,34.61977767944336,37.92061996459961,36.01095199584961,1.90966796875,0.7884642,0.8129662,0.80052775
416:232:000020272,20272,2,qwen3.5,data/mtf2025_web_images/00002/000020272.jpg,"Three glass bowls filled with a colorful, chunky salad — likely containing diced pineapple, broccoli florets, red onion, and possibly mango or papaya — are arranged on rustic wooden coasters atop a weathered wooden table, with a whole pineapple and its spiky leaves visible in the upper right corner, suggesting a tropical, fresh, and health-conscious meal setting.","Three glass bowls filled with a colorful, chunky salad of diced yellow and orange fruits or vegetables (possibly mango, papaya, and pineapple), flecked with green herbs and red onion, are arranged on a rustic wooden board atop a light-colored woven placemat, with dried chilies and green stems artfully placed in the background to enhance the earthy, natural aesthetic.",0.0,1.0,0.0368800424039363,0.9069881439208984,29.49552154541016,36.29546356201172,32.880455017089844,3.415008544921875,0.7612651,0.70852435,0.7339484
416:233:000020273,20273,2,qwen3.5,data/mtf2025_web_images/00002/000020273.jpg,"A meticulously arranged salad tower sits on a white, fluted plate against a clean white background, featuring a base of rice or quinoa topped with a creamy yellow dressing, flecks of red tomato and green herbs, crowned with a decorative swirl of shredded orange carrot, all garnished with three glossy black olives and a crisp leaf of bright green lettuce to the side.","A meticulously arranged salad dish on a white oval plate features a central mound of creamy, textured salad—likely tuna or chicken mixed with diced vegetables and herbs—crowned with a vibrant orange carrot ribbon garnish, flanked by fresh green lettuce leaves and three glossy black olives, all set against a clean white background to emphasize the dish’s appetizing colors and elegant presentation.",0.0,1.0,0.0209376811981201,0.9327382445335388,38.962013244628906,36.21852493286133,37.94467544555664,-1.7261505126953125,0.7983958,0.83452135,0.816059
416:234:000020274,20274,2,qwen3.5,data/mtf2025_web_images/00002/000020274.jpg,"A colorful, appetizing rice dish served in a hollowed-out white melon bowl, featuring chunks of pink shrimp, yellow scrambled egg, green broccoli florets, and diced red peppers, all garnished with a single broccoli piece on top, set against a checkered tablecloth with decorative purple flowers and a small blue figurine in the background, alongside a matching cup of the same dish and a spoon resting nearby.","A close-up, slightly high-angle shot captures a vibrant, colorful rice dish—likely fried rice with shrimp, peas, and diced vegetables—served in a shallow white bowl with a scalloped rim, resting on a checkered tablecloth alongside a silver spoon and blurred background elements including another bowl of food and decorative greenery.",0.0,1.0,0.0263918340206146,0.8789580464363098,21.759296417236328,26.391395568847656,28.56106185913086,-2.169666290283203,0.77183276,0.7274957,0.7490087
416:235:000020275,20275,2,qwen3.5,data/mtf2025_web_images/00002/000020275.jpg,"A white ceramic bowl filled with a colorful poke bowl featuring diced raw tuna topped with sesame seeds and green onions, arranged over a bed of avocado slices, pickled cucumbers, and shredded carrots, all presented on a rustic wooden surface with a pair of black chopsticks resting across the top edge of the bowl.","A vibrant, artfully arranged Korean bibimbap bowl sits on a rustic wooden table, featuring a colorful medley of fresh ingredients including thinly sliced cucumbers, shredded carrots, seasoned ground beef topped with sesame seeds, and a bed of rice, all nestled in a white ceramic bowl with chopsticks resting beside it.",0.0,1.0,0.0331538058817386,0.9087864756584167,35.02854537963867,37.98768615722656,30.761497497558597,7.226188659667969,0.8159703,0.84935784,0.8323294
416:236:000020276,20276,2,qwen3.5,data/mtf2025_web_images/00002/000020276.jpg,"A pink ceramic bowl filled with a colorful assortment of raw ingredients — including diced red tuna, bright green edamame beans, sliced avocado, shredded carrots, and chopped green onions — sits centered on a modern hexagonal plate with pastel pink and light blue sections and a gold rim, all placed on a warm-toned wooden table.","A white ceramic bowl filled with a colorful assortment of chopped vegetables and diced meat — including green beans, sliced carrots, cucumber strips, peas, and chunks of cooked pork or chicken — sits centered on a light blue square plate with a subtle pattern, all placed on a warm-toned wooden table surface.",0.0,1.0,0.0333725251257419,0.8982735872268677,29.656774520874023,38.48533630371094,37.924110412597656,0.5612258911132812,0.80364656,0.7686906,0.78578
416:237:000020277,20277,2,qwen3.5,data/mtf2025_web_images/00002/000020277.jpg,"A beautifully plated dish of thinly sliced cured meat, likely prosciutto or carpaccio, artfully arranged on a white ceramic plate with concentric ridges, garnished with fresh green mint leaves, vibrant red tomato wedges, and a drizzle of creamy sauce, all set against a soft-focus light gray wooden table background that emphasizes the dish’s elegance and freshness.","A meticulously plated gourmet dish featuring thinly sliced cured meat (likely prosciutto or ham) artfully arranged on a white ceramic plate, garnished with fresh green herbs, vibrant red cherry tomato halves, and a drizzle of creamy sauce, all set against a softly blurred wooden table background that emphasizes the dish’s elegance and culinary presentation.",0.0,1.0,0.0254299994558095,0.9263892769813538,36.87008666992188,40.889869689941406,38.68895721435547,2.200912475585937,0.7990383,0.8444701,0.8211262
